"sim.id","status","reg.of.origin","w","alpha","beta","sigma_E","carry.cap","energy.gradient","max.K","num.of.bins","max.time","max.richness","replicate","disturb_frequency","temperate_disturb_intensity","tropical_disturb_intensity","specn.gradient","specn.factor","gamma"
3358,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
3359,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
3360,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
3361,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
3362,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
3363,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
3364,"completed","temperate",3,1e-06,1e-04,1,"on","on",40000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
3365,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,0,0.99,0.75,"off",NA,0.1
3366,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,0,0.99,0.75,"off",NA,0.1
3367,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,0,0.99,0.75,"off",NA,0.1
3368,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,0,0.99,0.75,"off",NA,0.1
3369,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,0,0.99,0.75,"off",NA,0.1
3370,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,0,0.99,0.75,"off",NA,0.1
3371,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,0,0.99,0.75,"off",NA,0.1
3372,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,0,0.99,0.75,"off",NA,0.1
3373,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,0,0.99,0.75,"off",NA,0.1
3374,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,0,0.99,0.75,"off",NA,0.1
3375,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
3376,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
3377,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
3378,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
3379,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
3380,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
3381,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
3382,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
3383,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
3384,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
3385,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,0,0.99,0.75,"off",NA,0.1
3386,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,0,0.99,0.75,"off",NA,0.1
3387,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,0,0.99,0.75,"off",NA,0.1
3388,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,0,0.99,0.75,"off",NA,0.1
3389,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,0,0.99,0.75,"off",NA,0.1
3390,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,0,0.99,0.75,"off",NA,0.1
3391,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,0,0.99,0.75,"off",NA,0.1
3392,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,0,0.99,0.75,"off",NA,0.1
3393,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,0,0.99,0.75,"off",NA,0.1
3394,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,0,0.99,0.75,"off",NA,0.1
3395,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,100,0.99,0.75,"off",NA,0.1
3396,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,100,0.99,0.75,"off",NA,0.1
3397,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,100,0.99,0.75,"off",NA,0.1
3398,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,100,0.99,0.75,"off",NA,0.1
3399,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,100,0.99,0.75,"off",NA,0.1
3400,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,100,0.99,0.75,"off",NA,0.1
3401,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,100,0.99,0.75,"off",NA,0.1
3402,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,100,0.99,0.75,"off",NA,0.1
3403,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,100,0.99,0.75,"off",NA,0.1
3404,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,100,0.99,0.75,"off",NA,0.1
3405,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,1,0,0.99,0.75,"off",NA,0.1
3406,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,2,0,0.99,0.75,"off",NA,0.1
3407,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,3,0,0.99,0.75,"off",NA,0.1
3408,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,4,0,0.99,0.75,"off",NA,0.1
3409,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,5,0,0.99,0.75,"off",NA,0.1
3410,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,6,0,0.99,0.75,"off",NA,0.1
3411,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,7,0,0.99,0.75,"off",NA,0.1
3412,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,8,0,0.99,0.75,"off",NA,0.1
3413,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,9,0,0.99,0.75,"off",NA,0.1
3414,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,10,0,0.99,0.75,"off",NA,0.1
3415,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,1,100,0.99,0.75,"off",NA,0.1
3416,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,2,100,0.99,0.75,"off",NA,0.1
3417,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,3,100,0.99,0.75,"off",NA,0.1
3418,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,4,100,0.99,0.75,"off",NA,0.1
3419,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,5,100,0.99,0.75,"off",NA,0.1
3420,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,6,100,0.99,0.75,"off",NA,0.1
3421,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,7,100,0.99,0.75,"off",NA,0.1
3422,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,8,100,0.99,0.75,"off",NA,0.1
3423,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,9,100,0.99,0.75,"off",NA,0.1
3424,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,10,100,0.99,0.75,"off",NA,0.1
3425,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,1,0,0.99,0.75,"off",NA,0.1
3426,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,2,0,0.99,0.75,"off",NA,0.1
3427,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,3,0,0.99,0.75,"off",NA,0.1
3428,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,4,0,0.99,0.75,"off",NA,0.1
3429,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,5,0,0.99,0.75,"off",NA,0.1
3430,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,6,0,0.99,0.75,"off",NA,0.1
3431,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,7,0,0.99,0.75,"off",NA,0.1
3432,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,8,0,0.99,0.75,"off",NA,0.1
3433,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,9,0,0.99,0.75,"off",NA,0.1
3434,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,10,0,0.99,0.75,"off",NA,0.1
3435,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,1,100,0.99,0.75,"off",NA,0.1
3436,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,2,100,0.99,0.75,"off",NA,0.1
3437,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,3,100,0.99,0.75,"off",NA,0.1
3438,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,4,100,0.99,0.75,"off",NA,0.1
3439,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,5,100,0.99,0.75,"off",NA,0.1
3440,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,6,100,0.99,0.75,"off",NA,0.1
3441,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,7,100,0.99,0.75,"off",NA,0.1
3442,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,8,100,0.99,0.75,"off",NA,0.1
3443,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,9,100,0.99,0.75,"off",NA,0.1
3444,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,5000,10,100,0.99,0.75,"off",NA,0.1
3445,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,1,100,0.99,0.75,"off",NA,0.1
3446,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,2,100,0.99,0.75,"off",NA,0.1
3447,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,3,100,0.99,0.75,"off",NA,0.1
3448,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,4,100,0.99,0.75,"off",NA,0.1
3449,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,5,100,0.99,0.75,"off",NA,0.1
3450,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,6,100,0.99,0.75,"off",NA,0.1
3451,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,7,100,0.99,0.75,"off",NA,0.1
3452,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,8,100,0.99,0.75,"off",NA,0.1
3453,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,9,100,0.99,0.75,"off",NA,0.1
3454,"completed","tropical",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,10,100,0.99,0.75,"off",NA,0.1
3455,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,1,100,0.99,0.75,"off",NA,0.1
3456,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,2,100,0.99,0.75,"off",NA,0.1
3457,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,3,100,0.99,0.75,"off",NA,0.1
3458,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,4,100,0.99,0.75,"off",NA,0.1
3459,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,5,100,0.99,0.75,"off",NA,0.1
3460,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,6,100,0.99,0.75,"off",NA,0.1
3461,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,7,100,0.99,0.75,"off",NA,0.1
3462,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,8,100,0.99,0.75,"off",NA,0.1
3463,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,9,100,0.99,0.75,"off",NA,0.1
3464,"completed","temperate",3,1e-06,1e-04,1,"on","off",22000,11,30000,3000,10,100,0.99,0.75,"off",NA,0.1
3465,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,0,0,0,"off",NA,0.1
3466,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,0,0,0,"off",NA,0.1
3467,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,0,0,0,"off",NA,0.1
3468,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,0,0,0,"off",NA,0.1
3469,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,0,0,0,"off",NA,0.1
3470,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,0,0,0,"off",NA,0.1
3471,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,0,0,0,"off",NA,0.1
3472,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,0,0,0,"off",NA,0.1
3473,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,0,0,0,"off",NA,0.1
3474,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,0,0,0,"off",NA,0.1
3475,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,11,0,0,0,"off",NA,0.1
3476,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,12,0,0,0,"off",NA,0.1
3477,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,13,0,0,0,"off",NA,0.1
3478,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,14,0,0,0,"off",NA,0.1
3479,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,15,0,0,0,"off",NA,0.1
3480,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,16,0,0,0,"off",NA,0.1
3481,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,17,0,0,0,"off",NA,0.1
3482,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,18,0,0,0,"off",NA,0.1
3483,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,19,0,0,0,"off",NA,0.1
3484,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,20,0,0,0,"off",NA,0.1
3485,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,21,0,0,0,"off",NA,0.1
3486,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,22,0,0,0,"off",NA,0.1
3487,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,23,0,0,0,"off",NA,0.1
3488,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,24,0,0,0,"off",NA,0.1
3489,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,25,0,0,0,"off",NA,0.1
3490,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,26,0,0,0,"off",NA,0.1
3491,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,27,0,0,0,"off",NA,0.1
3492,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,28,0,0,0,"off",NA,0.1
3493,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,29,0,0,0,"off",NA,0.1
3494,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,30,0,0,0,"off",NA,0.1
3495,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,31,0,0,0,"off",NA,0.1
3496,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,32,0,0,0,"off",NA,0.1
3497,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,33,0,0,0,"off",NA,0.1
3498,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,34,0,0,0,"off",NA,0.1
3499,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,35,0,0,0,"off",NA,0.1
3500,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,36,0,0,0,"off",NA,0.1
3501,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,37,0,0,0,"off",NA,0.1
3502,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,38,0,0,0,"off",NA,0.1
3503,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,39,0,0,0,"off",NA,0.1
3504,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,40,0,0,0,"off",NA,0.1
3505,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,41,0,0,0,"off",NA,0.1
3506,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,42,0,0,0,"off",NA,0.1
3507,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,43,0,0,0,"off",NA,0.1
3508,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,44,0,0,0,"off",NA,0.1
3509,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,45,0,0,0,"off",NA,0.1
3510,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,46,0,0,0,"off",NA,0.1
3511,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,47,0,0,0,"off",NA,0.1
3512,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,48,0,0,0,"off",NA,0.1
3513,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,49,0,0,0,"off",NA,0.1
3514,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,50,0,0,0,"off",NA,0.1
3515,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,51,0,0,0,"off",NA,0.1
3516,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,52,0,0,0,"off",NA,0.1
3517,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,53,0,0,0,"off",NA,0.1
3518,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,54,0,0,0,"off",NA,0.1
3519,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,55,0,0,0,"off",NA,0.1
3520,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,56,0,0,0,"off",NA,0.1
3521,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,57,0,0,0,"off",NA,0.1
3522,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,58,0,0,0,"off",NA,0.1
3523,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,59,0,0,0,"off",NA,0.1
3524,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,60,0,0,0,"off",NA,0.1
3525,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,61,0,0,0,"off",NA,0.1
3526,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,62,0,0,0,"off",NA,0.1
3527,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,63,0,0,0,"off",NA,0.1
3528,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,64,0,0,0,"off",NA,0.1
3529,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,65,0,0,0,"off",NA,0.1
3530,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,66,0,0,0,"off",NA,0.1
3531,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,67,0,0,0,"off",NA,0.1
3532,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,68,0,0,0,"off",NA,0.1
3533,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,69,0,0,0,"off",NA,0.1
3534,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,70,0,0,0,"off",NA,0.1
3535,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,71,0,0,0,"off",NA,0.1
3536,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,72,0,0,0,"off",NA,0.1
3537,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,73,0,0,0,"off",NA,0.1
3538,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,74,0,0,0,"off",NA,0.1
3539,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,75,0,0,0,"off",NA,0.1
3540,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,76,0,0,0,"off",NA,0.1
3541,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,77,0,0,0,"off",NA,0.1
3542,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,78,0,0,0,"off",NA,0.1
3543,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,79,0,0,0,"off",NA,0.1
3544,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,80,0,0,0,"off",NA,0.1
3545,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,81,0,0,0,"off",NA,0.1
3546,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,82,0,0,0,"off",NA,0.1
3547,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,83,0,0,0,"off",NA,0.1
3548,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,84,0,0,0,"off",NA,0.1
3549,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,85,0,0,0,"off",NA,0.1
3550,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,86,0,0,0,"off",NA,0.1
3551,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,87,0,0,0,"off",NA,0.1
3552,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,88,0,0,0,"off",NA,0.1
3553,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,89,0,0,0,"off",NA,0.1
3554,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,90,0,0,0,"off",NA,0.1
3555,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,91,0,0,0,"off",NA,0.1
3556,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,92,0,0,0,"off",NA,0.1
3557,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,93,0,0,0,"off",NA,0.1
3558,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,94,0,0,0,"off",NA,0.1
3559,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,95,0,0,0,"off",NA,0.1
3560,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,96,0,0,0,"off",NA,0.1
3561,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,97,0,0,0,"off",NA,0.1
3562,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,98,0,0,0,"off",NA,0.1
3563,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,99,0,0,0,"off",NA,0.1
3564,"completed","tropical",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,100,0,0,0,"off",NA,0.1
3565,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,1,0,0,0,"off",NA,0.1
3566,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,2,0,0,0,"off",NA,0.1
3567,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,3,0,0,0,"off",NA,0.1
3568,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,4,0,0,0,"off",NA,0.1
3569,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,5,0,0,0,"off",NA,0.1
3570,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,6,0,0,0,"off",NA,0.1
3571,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,7,0,0,0,"off",NA,0.1
3572,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,8,0,0,0,"off",NA,0.1
3573,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,9,0,0,0,"off",NA,0.1
3574,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,10,0,0,0,"off",NA,0.1
3575,"completed","temperate",3,1e-06,1e-04,1,"off","off",40000,11,30000,10000,11,0,0,0,"off",NA,0.1
